container.title,created,doi,title,type,first.author,authors
Behavioral Ecology and Sociobiology,2018-09-21,10.1007/s00265-018-2570-y,"First-year sperm whale calves echolocate and perform long, deep dives",journal-article,Tønnesen,"Pernille Tønnesen, Shane Gero, Michael Ladegaard, Mark Johnson, Peter T. Madsen"
Polar Biology,2017-06-21,10.1007/s00300-017-2144-x,Implantation of subcutaneous heart rate data loggers in southern elephant seals (Mirounga leonina),journal-article,Chaise,"Laureline L. Chaise, William Paterson, Timothy G. Laske, Susan L. Gallon, Dominic J. McCafferty, Marc Théry, André Ancel, Caroline Gilbert"
Polar Biology,2018-07-24,10.1007/s00300-018-2381-7,The foraging range of Great Shearwaters (Ardenna gravis) breeding on Gough Island,journal-article,Schoombie,"Stefan Schoombie, Ben J. Dilley, Delia Davies, Peter G. Ryan"
Oecologia,2020-09-16,10.1007/s00442-020-04754-1,Seasonal and daily shifts in behavior and resource selection: how a carnivore navigates costly landscapes,journal-article,Ellington,"E. Hance Ellington, Erich M. Muntz, Stanley D. Gehrt"
Journal of Ethology,2013-07-05,10.1007/s10164-013-0381-1,Decision tree classification of behaviors in the nesting process of green turtles (Chelonia mydas) from tri-axial acceleration data,journal-article,Nishizawa,"Hideaki Nishizawa, Takuji Noda, Tohya Yasuda, Junichi Okuyama, Nobuaki Arai, Masato Kobayashi"
Primates,2018-11-09,10.1007/s10329-018-0696-1,Getting better temporal and spatial ecology data for threatened species: using lightweight GPS devices for small primate monitoring in the northern Andes of Colombia,journal-article,Sánchez-Giraldo,"Camilo Sánchez-Giraldo, Juan M. Daza"
Journal of Ornithology,2013-11-06,10.1007/s10336-013-1013-9,Small range and distinct distribution in a satellite breeding colony of the critically endangered Waved Albatross,journal-article,Awkerman,"Jill A. Awkerman, Sebastian Cruz, Carolina Proaño, Kathryn P. Huyvaert, Gustavo Jiménez Uzcátegui, Andres Baquero, Martin Wikelski, David J. Anderson"
Journal of Ornithology,2014-03-25,10.1007/s10336-014-1060-x,Compensation for lateral drift due to crosswind in migrating European Bee-eaters,journal-article,Sapir,"Nir Sapir, Nir Horvitz, Martin Wikelski, Roni Avissar, Ran Nathan"
Journal of Ornithology,2015-06-30,10.1007/s10336-015-1241-2,Social foraging European shags: GPS tracking reveals birds from neighbouring colonies have shared foraging grounds,journal-article,Evans,"Julian C. Evans, Sasha R. X. Dall, Mark Bolton, Ellie Owen, Stephen C. Votier"
Journal of Ornithology,2016-04-26,10.1007/s10336-016-1346-2,Common Terns on the East Atlantic Flyway: temporal–spatial distribution during the non-breeding period,journal-article,Becker,"Peter H. Becker, Heiko Schmaljohann, Juliane Riechert, Götz Wagenknecht, Zuzana Zajková, Jacob González-Solís"
Journal of Ornithology,2019-10-19,10.1007/s10336-019-01725-z,"Movements of three alcid species breeding sympatrically in Saint Pierre and Miquelon, northwestern Atlantic Ocean",journal-article,Delord,"Karine Delord, Christophe Barbraud, David Pinaud, Bruno Letournel, Baptiste Jaugeon, Herlé Goraguer, Pascal Lazure, Hervé Lormée"
Journal of Ornithology,2021-03-25,10.1007/s10336-021-01878-w,"Area-restricted search in Magellanic Woodpeckers: importance of tree senescence, forest composition and open habitats",journal-article,Vergara,"Pablo M. Vergara, Francisca Maron-Perez, Diego Caro, Gerardo E. Soto, Javier A. Simonetti"
Environmental Biology of Fishes,2021-09-03,10.1007/s10641-021-01140-5,Temporal and spatial ecology of an iconic Labeobarbus spp. in a socio-economically important river,journal-article,Burnett,"Matthew J. Burnett, Gordon C. O’Brien, Graham Jewitt, Colleen T. Downs"
Environmental Biology of Fishes,2022-01-29,10.1007/s10641-021-01202-8,Cool runnings: behavioural plasticity and the realised thermal niche of basking sharks,journal-article,Johnston,"E. M. Johnston, J. D. R. Houghton, P. A. Mayo, G. K. F. Hatten, A. P. Klimley, P. J. Mensink"
International Journal of Primatology,2021-10-18,10.1007/s10764-021-00247-x,Socioecology Explains Individual Variation in Urban Space Use in Response to Management in Cape Chacma Baboons (Papio ursinus),journal-article,Bracken,"Anna M. Bracken, Charlotte Christensen, M. Justin O’Riain, Gaëlle Fehlmann, Mark D. Holton, Phil W. Hopkins, Ines Fürtbauer, Andrew J. King"
Reviews in Fish Biology and Fisheries,2015-10-23,10.1007/s11160-015-9406-x,Incorporating movement in the modelling of shark and ray population dynamics: approaches and management implications,journal-article,Braccini,"Matias Braccini, Alexandre Aires-da-Silva, Ian Taylor"
Reviews in Fish Biology and Fisheries,2020-07-22,10.1007/s11160-020-09613-z,Living until proven dead: addressing mortality in acoustic telemetry research,journal-article,Klinard,"Natalie V. Klinard, Jordan K. Matley"
Reviews in Fish Biology and Fisheries,2021-01-02,10.1007/s11160-020-09626-8,Estimating demographic parameters for fisheries management using acoustic telemetry,journal-article,Lees,"K. J. Lees, M. A. MacNeil, K. J. Hedges, N. E. Hussey"
Reviews in Fish Biology and Fisheries,2021-01-29,10.1007/s11160-021-09634-2,Using untapped telemetry data to explore the winter biology of freshwater fish,journal-article,Marsden,"J. E. Marsden, P. J. Blanchfield, J. L. Brooks, T. Fernandes, A. T. Fisk, M. H. Futia, B. L. Hlina, S. V. Ivanova, T. B. Johnson, N. V. Klinard, C. C. Krueger, S. M. Larocque, J. K. Matley, B. McMeans, L. M. O’Connor, G. D. Raby, S. J. Cooke"
Reviews in Fish Biology and Fisheries,2022-11-16,10.1007/s11160-022-09738-3,Making the most of aquatic animal tracking: a review of complementary methods to bolster acoustic telemetry,journal-article,Matley,"J. K. Matley, N. V. Klinard, S. M. Larocque, M. F. McLean, J. W. Brownscombe, G. D. Raby, V. M. Nguyen, A. P. Barbosa Martins"
Fisheries Science,2011-12-22,10.1007/s12562-011-0446-4,Use of acceleration loggers in aquaculture to determine net-cage use and field metabolic rates in red sea bream Pagrus major,journal-article,Yasuda,"Tohya Yasuda, Kazuyoshi Komeyama, Keitaro Kato, Yasushi Mitsunaga"
"Journal of Agricultural, Biological, and Environmental Statistics",2011-02-25,10.1007/s13253-011-0056-8,Bayesian Inference for Animal Space Use and Other Movement Metrics,journal-article,Johnson,"Devin S. Johnson, Josh M. London, Carey E. Kuhn"
"Journal of Agricultural, Biological, and Environmental Statistics",2012-09-13,10.1007/s13253-012-0111-0,A Bayesian Approach to Fitting Gibbs Processes with Temporal Random Effects,journal-article,King,"Ruth King, Janine B. Illian, Stuart E. King, Glenna F. Nightingale, Ditte K. Hendrichsen"
"Journal of Agricultural, Biological and Environmental Statistics",2017-06-19,10.1007/s13253-017-0286-5,Bayesian Inference for Multistate ‘Step and Turn’ Animal Movement in Continuous Time,journal-article,Parton,"A. Parton, P. G. Blackwell"
"Journal of Agricultural, Biological and Environmental Statistics",2021-03-26,10.1007/s13253-021-00450-6,Varying-Coefficient Stochastic Differential Equations with Applications in Ecology,journal-article,Michelot,"Théo Michelot, Richard Glennie, Catriona Harris, Len Thomas"
Methodological Approaches for Sleep and Vigilance Research,2021-10-15,10.1016/b978-0-323-85235-7.00009-0,Wireless vigilance state monitoring,book-chapter,Libourel,Paul-Antoine Libourel
Animal Behaviour,2012-02-10,10.1016/j.anbehav.2012.01.019,"Sex-specific foraging strategies throughout the breeding season in a tropical, sexually monomorphic small petrel",journal-article,Pinet,"Patrick Pinet, Sébastien Jaquemet, Richard A. Phillips, Matthieu Le Corre"
Animal Behaviour,2012-07-18,10.1016/j.anbehav.2012.06.018,"Phenotypic response to environmental cues, orientation and migration costs in songbirds flying halfway around the world",journal-article,Schmaljohann,"Heiko Schmaljohann, James W. Fox, Franz Bairlein"
Animal Behaviour,2013-07-16,10.1016/j.anbehav.2013.06.008,Must marine predators always follow scaling laws? Memory guides the foraging decisions of a pursuit-diving seabird,journal-article,Regular,"Paul M. Regular, April Hedd, William A. Montevecchi"
Animal Behaviour,2014-07-03,10.1016/j.anbehav.2014.05.015,Improving time budget estimates through the behavioural interpretation of dive bouts in harbour seals,journal-article,Ramasco,"Virginie Ramasco, Martin Biuw, Kjell Tormod Nilssen"
Animal Behaviour,2017-03-01,10.1016/j.anbehav.2017.01.016,Wintering in Europe instead of Africa enhances juvenile survival in a long-distance migrant,journal-article,Rotics,"Shay Rotics, Sondra Turjeman, Michael Kaatz, Yehezkel S. Resheff, Damaris Zurell, Nir Sapir, Ute Eggers, Wolfgang Fiedler, Andrea Flack, Florian Jeltsch, Martin Wikelski, Ran Nathan"
Animal Behaviour,2017-10-25,10.1016/j.anbehav.2017.09.015,Silent porpoise: potential sleeping behaviour identified in wild harbour porpoises,journal-article,Wright,"Andrew J. Wright, Tomonari Akamatsu, Kim N. Mouritsen, Signe Sveegaard, Rune Dietz, Jonas Teilmann"
Animal Behaviour,2020-03-29,10.1016/j.anbehav.2020.02.016,From ridge tops to ravines: landscape drivers of chimpanzee ranging patterns,journal-article,Green,"Samantha J. Green, Bryan J. Boruff, Cyril C. Grueter"
Animal Behaviour,2020-12-26,10.1016/j.anbehav.2020.12.002,"Short-term impacts of daily feeding on the residency, distribution and energy expenditure of sharks",journal-article,Heinrich,"Dennis Heinrich, Félicie Dhellemmes, Tristan L. Guttridge, Matthew Smukall, Culum Brown, Jodie Rummer, Samuel Gruber, Charlie Huveneers"
Animal Behaviour,2021-11-12,10.1016/j.anbehav.2021.10.010,A test of the win-stay–lose-shift foraging strategy and its adaptive value in albatrosses,journal-article,Bonnet-Lebrun,"Anne-Sophie Bonnet-Lebrun, Julien Collet, Richard A. Phillips"
Aquaculture,2019-05-07,10.1016/j.aquaculture.2019.05.007,Prospects and pitfalls of using heart rate bio-loggers to assess the welfare of rainbow trout (Oncorhynchus mykiss) in aquaculture,journal-article,Brijs,"J. Brijs, E. Sandblom, M. Rosengren, K. Sundell, C. Berg, M. Axelsson, A. Gräns"
Biological Conservation,2012-02-12,10.1016/j.biocon.2011.12.008,From hotspots to site protection: Identifying Marine Protected Areas for seabirds around the globe,journal-article,Lascelles,"Ben G. Lascelles, Gary M. Langham, Robert A. Ronconi, James B. Reid"
Biological Conservation,2016-06-04,10.1016/j.biocon.2016.05.011,"Migration and wintering of a declining seabird, the thick-billed murre  Uria lomvia , on an ocean basin scale: Conservation implications",journal-article,Frederiksen,"Morten Frederiksen, Sébastien Descamps, Kjell Einar Erikstad, Anthony J. Gaston, H. Grant Gilchrist, David Grémillet, Kasper L. Johansen, Yann Kolbeinsson, Jannie F. Linnebjerg, Mark L. Mallory, Laura A. McFarlane Tranquilla, Flemming R. Merkel, William A. Montevecchi, Anders Mosbech, Tone K. Reiertsen, Gregory J. Robertson, Harald Steen, Hallvard Strøm, Thorkell L. Thórarinsson"
Biological Conservation,2017-05-16,10.1016/j.biocon.2017.05.009,Using globally threatened pelagic birds to identify priority sites for marine conservation in the South Atlantic Ocean,journal-article,Dias,"Maria P. Dias, Steffen Oppel, Alexander L. Bond, Ana P.B. Carneiro, Richard J. Cuthbert, Jacob González-Solís, Ross M. Wanless, Trevor Glass, Ben Lascelles, Cleo Small, Richard A. Phillips, Peter G. Ryan"
Biological Conservation,2018-05-22,10.1016/j.biocon.2018.05.002,Identification of marine key areas across the Caribbean to ensure the conservation of the critically endangered hawksbill turtle,journal-article,Nivière,"Manon Nivière, Philippine Chambault, Thierry Pérez, Denis Etienne, Marc Bonola, Jordan Martin, Cyrille Barnérias, Fabien Védie, Julien Mailles, Émilie Dumont-Dayot, Julie Gresser, Gaëlle Hiélard, Sidney Régis, Nicolas Lecerf, Laurent Thieulle, Matthieu Duru, Fabien Lefebvre, Guillaume Milet, Blandine Guillemot, Bernard Bildan, Benjamin de Montgolfier, Abdelwahab Benhalilou, Céline Murgale, Thomas Maillet, Patrick Queneherve, Thierry Woignier, Morjane Safi, Yvon Le Maho, Odile Petit, Damien Chevallier"
Biological Conservation,2018-11-15,10.1016/j.biocon.2018.11.011,"Satellite tracking of hawksbill turtles nesting at Buck Island Reef National Monument, US Virgin Islands: Inter-nesting and foraging period movements and migrations",journal-article,Hart,"Kristen M. Hart, Autumn R. Iverson, Allison M. Benscoter, Ikuko Fujisaki, Michael S. Cherkiss, Clayton Pollock, Ian Lundgren, Zandy Hillis-Starr"
Biological Conservation,2021-08-14,10.1016/j.biocon.2021.109288,Tracking juveniles confirms fisheries-bycatch hotspot for an endangered albatross,journal-article,Frankish,"Caitlin K. Frankish, Cleo Cunningham, Andrea Manica, Thomas A. Clay, Stephanie Prince, Richard A. Phillips"
Biological Conservation,2022-09-29,10.1016/j.biocon.2022.109743,Considering behavioral state when predicting habitat use: Behavior-specific spatial models for the endangered Tasmanian wedge-tailed eagle,journal-article,Pay,"James M. Pay, Toby A. Patterson, Kirstin M. Proft, Elissa Z. Cameron, Clare E. Hawkins, Amelia J. Koch, Jason M. Wiersma, Todd E. Katzner"
Comparative Biochemistry and Physiology Part A: Molecular &amp; Integrative Physiology,2010-05-17,10.1016/j.cbpa.2010.05.004,Energetic modelling: A comparison of the different approaches used in seabirds,journal-article,Fort,"Jérôme Fort, Warren P. Porter, David Grémillet"
Comparative Biochemistry and Physiology Part A: Molecular &amp; Integrative Physiology,2011-01-06,10.1016/j.cbpa.2011.01.001,The challenge of measuring energy expenditure: Current field and laboratory methods,journal-article,Halsey,Lewis G. Halsey
Comparative Biochemistry and Physiology Part A: Molecular &amp; Integrative Physiology,2015-02-16,10.1016/j.cbpa.2014.10.029,Oxygen in demand: How oxygen has shaped vertebrate physiology,journal-article,Dzal,"Yvonne A. Dzal, Sarah E.M. Jenkin, Sabine L. Lague, Michelle N. Reichert, Julia M. York, Matthew E. Pamenter"
Comparative Biochemistry and Physiology Part A: Molecular &amp; Integrative Physiology,2020-11-10,10.1016/j.cbpa.2020.110841,"The aerobic dive limit: After 40 years, still rarely measured but commonly used",journal-article,Kooyman,"Gerald L. Kooyman, Birgitte I. McDonald, Cassondra L. Williams, Jessica U. Meir, Paul J. Ponganis"
Computational Statistics &amp; Data Analysis,2016-07-26,10.1016/j.csda.2016.07.009,A general hidden state random walk model for animal movement,journal-article,Nicosia,"Aurélien Nicosia, Thierry Duchesne, Louis-Paul Rivest, Daniel Fortin"
Deep Sea Research Part II: Topical Studies in Oceanography,2007-03-22,10.1016/j.dsr2.2006.11.011,Structure of foraging dives by Weddell seals at an offshore isolated hole in the Antarctic fast-ice environment,journal-article,Fuiman,"Lee A. Fuiman, Kiersten M. Madden, Terrie M. Williams, Randall W. Davis"
Deep Sea Research Part II: Topical Studies in Oceanography,2012-09-07,10.1016/j.dsr2.2012.08.025,Ecology of Weddell seals during winter: Influence of environmental parameters on their foraging behaviour,journal-article,Heerah,"Karine Heerah, Virginia Andrews-Goff, Guy Williams, Emanuelle Sultan, Mark Hindell, Toby Patterson, Jean-Benoît Charrassin"
Deep Sea Research Part II: Topical Studies in Oceanography,2013-03-14,10.1016/j.dsr2.2013.03.013,Does location really matter? An inter-colony comparison of seabirds breeding at varying distances from productive oceanographic features in the Bering Sea,journal-article,Harding,"Ann Harding, Rosana Paredes, Robert Suryan, Daniel Roby, David Irons, Rachael Orben, Heather Renner, Rebecca Young, Christopher Barger, Ine Dorresteijn, Alexander Kitaysky"
Ecological Modelling,2016-05-23,10.1016/j.ecolmodel.2016.05.004,Overcoming challenges of sparse telemetry data to estimate caribou movement,journal-article,Bauduin,"Sarah Bauduin, Eliot McIntire, Martin-Hugues St-Laurent, Steve Cumming"
Ecological Modelling,2017-08-08,10.1016/j.ecolmodel.2017.07.017,Linking individual-based and statistical inferential models in movement ecology: A case study with black petrels ( Procellaria parkinsoni ),journal-article,Zhang,"Jingjing Zhang, Todd E. Dennis, Todd J. Landers, Elizabeth Bell, George L.W. Perry"
Fisheries Research,2021-06-11,10.1016/j.fishres.2021.106036,Differences in the behavioral characteristics between green and loggerhead turtles in a setnet bycatch simulation,journal-article,Shiode,"Daisuke Shiode, Jun Okamoto, Maika Shiozawa, Keiichi Uchida, Yoshinori Miyamoto, Fuxiang Hu, Tadashi Tokai"
Global Ecology and Conservation,2022-06-18,10.1016/j.gecco.2022.e02196,Assessing the use of marine protected areas by loggerhead sea turtles (Caretta caretta) tracked from the western Mediterranean,journal-article,Abalo-Morla,"Sara Abalo-Morla, Eduardo J. Belda, David March, Ohiana Revuelta, Luis Cardona, Silvia Giralt, Jose Luis Crespo-Picazo, Sandra Hochscheid, Adolfo Marco, Manuel Merchán, Ricardo Sagarminaga, Yonat Swimmer, Jesús Tomás"
