PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
35177194,Predictors of Left Main Coronary Artery Disease in the ISCHEMIA Trial,"Senior R, Reynolds HR, Min JK, Berman DS, Picard MH, Chaitman BR, Shaw LJ, Page CB, Govindan SC, Lopez-Sendon J, Peteiro J, Wander GS, Drozdz J, Marin-Neto J, Selvanayagam JB, Newman JD, Thuaire C, Christopher J, Jang JJ, Kwong RY, Bangalore S, Stone GW, O'Brien SM, Boden WE, Maron DJ, Hochman JS; ISCHEMIA Research Group.",J Am Coll Cardiol. 2022 Feb 22;79(7):651-661. doi: 10.1016/j.jacc.2021.11.052.,Senior R,J Am Coll Cardiol,2022,2/18/22,PMC8875308,NIHMS1767313,10.1016/j.jacc.2021.11.052
10308309,Telephone biotelemetry,Suthasinekul S.,J Clin Eng. 1978 Apr-Jun;3(2):137-44. doi: 10.1097/00004669-197804000-00006.,Suthasinekul S,J Clin Eng,1978,3/13/78,,,10.1097/00004669-197804000-00006
16213664,"Is sleep's 'supreme mystery' unraveling? An evolutionary analysis of sleep encounters no mystery; nor does life's earliest sleep, recently discovered in jellyfish",Kavanau JL.,Med Hypotheses. 2006;66(1):3-9. doi: 10.1016/j.mehy.2005.08.036. Epub 2005 Oct 5.,Kavanau JL,Med Hypotheses,2006,10/11/05,,,10.1016/j.mehy.2005.08.036
31161708,Collaboration and engagement produce more actionable science: quantitatively analyzing uptake of fish tracking studies,"Nguyen VM, Young N, Brownscombe JW, Cooke SJ.",Ecol Appl. 2019 Sep;29(6):e01943. doi: 10.1002/eap.1943. Epub 2019 Jul 30.,Nguyen VM,Ecol Appl,2019,6/5/19,,,10.1002/eap.1943
34121460,An engineering perspective on the development and evolution of implantable cardiac monitors in free-living animals,"Laske TG, Garshelis DL, Iles TL, Iaizzo PA.",Philos Trans R Soc Lond B Biol Sci. 2021 Aug 2;376(1830):20200217. doi: 10.1098/rstb.2020.0217. Epub 2021 Jun 14.,Laske TG,Philos Trans R Soc Lond B Biol Sci,2021,6/14/21,PMC8200647,,10.1098/rstb.2020.0217
34900262,How often should dead-reckoned animal movement paths be corrected for drift?,"Gunner RM, Holton MD, Scantlebury DM, Hopkins P, Shepard ELC, Fell AJ, Garde B, Quintana F, Gómez-Laich A, Yoda K, Yamamoto T, English H, Ferreira S, Govender D, Viljoen P, Bruns A, van Schalkwyk OL, Cole NC, Tatayah V, Börger L, Redcliffe J, Bell SH, Marks NJ, Bennett NC, Tonini MH, Williams HJ, Duarte CM, van Rooyen MC, Bertelsen MF, Tambling CJ, Wilson RP.",Anim Biotelemetry. 2021 Oct 16;9:43. doi: 10.1186/s40317-021-00265-9.,Gunner RM,Anim Biotelemetry,2021,12/13/21,PMC7612089,EMS140359,10.1186/s40317-021-00265-9
30429305,Exploring mechanisms and origins of reduced dispersal in island Komodo dragons,"Jessop TS, Ariefiandy A, Purwandana D, Ciofi C, Imansyah J, Benu YJ, Fordham DA, Forsyth DM, Mulder RA, Phillips BL.",Proc Biol Sci. 2018 Nov 14;285(1891):20181829. doi: 10.1098/rspb.2018.1829.,Jessop TS,Proc Biol Sci,2018,11/16/18,PMC6253366,,10.1098/rspb.2018.1829
32364975,Unbalanced thermoregulation in experimental autoimmune encephalitis induced in Lewis rats,"Wrotek S, Nowakowska A, Caputa M, Kozak W.",J Therm Biol. 2020 Apr;89:102529. doi: 10.1016/j.jtherbio.2020.102529. Epub 2020 Jan 30.,Wrotek S,J Therm Biol,2020,5/5/20,,,10.1016/j.jtherbio.2020.102529
26367316,Glutathione deficiency attenuates endotoxic fever in rats,"Wrotek S, Jędrzejewski T, Nowakowska A, Kozak W.",Int J Hyperthermia. 2015;31(7):793-9. doi: 10.3109/02656736.2015.1067333. Epub 2015 Sep 14.,Wrotek S,Int J Hyperthermia,2015,9/15/15,,,10.3109/02656736.2015.1067333
26480045,"Refining Housing, Husbandry and Care for Animals Used in Studies Involving Biotelemetry",Hawkins P.,Animals (Basel). 2014 Jun 19;4(2):361-73. doi: 10.3390/ani4020361.,Hawkins P,Animals (Basel),2014,10/20/15,PMC4494373,,10.3390/ani4020361
22803725,Dead fish swimming: a review of research on the early migration and high premature mortality in adult Fraser River sockeye salmon Oncorhynchus nerka,"Hinch SG, Cooke SJ, Farrell AP, Miller KM, Lapointe M, Patterson DA.",J Fish Biol. 2012 Jul;81(2):576-99. doi: 10.1111/j.1095-8649.2012.03360.x. Epub 2012 Jun 25.,Hinch SG,J Fish Biol,2012,7/19/12,,,10.1111/j.1095-8649.2012.03360.x
24513873,Leptin is involved in age-dependent changes in response to systemic inflammation in the rat,"Koenig S, Luheshi GN, Wenz T, Gerstberger R, Roth J, Rummel C.",Brain Behav Immun. 2014 Feb;36:128-38. doi: 10.1016/j.bbi.2013.10.019.,Koenig S,Brain Behav Immun,2014,2/12/14,,,10.1016/j.bbi.2013.10.019
24147273,Uniaxially-aligned PVDF nanofibers as a sensor and transmitter for biotelemetry,"Edmondson D, Jana S, Wood D, Fang C, Zhang M.",Analyst. 2013 Dec 7;138(23):7135-9. doi: 10.1039/c3an01346d. Epub 2013 Oct 22.,Edmondson D,Analyst,2013,10/23/13,,,10.1039/c3an01346d
21643979,A crucial role for IL-6 in the CNS of rats during fever induced by the injection of live E. coli,"Soares DM, Figueiredo MJ, Martins JM, Machado RR, Sorgi C, Faciolli LH, Alves-Filho JC, Cunha FQ, Souza GE.",Med Microbiol Immunol. 2012 Feb;201(1):47-60. doi: 10.1007/s00430-011-0204-3. Epub 2011 Jun 5.,Soares DM,Med Microbiol Immunol,2012,6/7/11,,,10.1007/s00430-011-0204-3
32321962,Ultra-Miniature Circularly Polarized CPW-Fed Implantable Antenna Design and its Validation for Biotelemetry Applications,"Kaim V, Kanaujia BK, Kumar S, Choi HC, Kim KW, Rambabu K.",Sci Rep. 2020 Apr 22;10(1):6795. doi: 10.1038/s41598-020-63780-4.,Kaim V,Sci Rep,2020,4/24/20,PMC7176686,,10.1038/s41598-020-63780-4
34630052,"Measuring Behavior in the Home Cage: Study Design, Applications, Challenges, and Perspectives","Grieco F, Bernstein BJ, Biemans B, Bikovski L, Burnett CJ, Cushman JD, van Dam EA, Fry SA, Richmond-Hacham B, Homberg JR, Kas MJH, Kessels HW, Koopmans B, Krashes MJ, Krishnan V, Logan S, Loos M, McCann KE, Parduzi Q, Pick CG, Prevot TD, Riedel G, Robinson L, Sadighi M, Smit AB, Sonntag W, Roelofs RF, Tegelenbosch RAJ, Noldus LPJJ.",Front Behav Neurosci. 2021 Sep 24;15:735387. doi: 10.3389/fnbeh.2021.735387. eCollection 2021.,Grieco F,Front Behav Neurosci,2021,10/11/21,PMC8498589,,10.3389/fnbeh.2021.735387
35643039,"Cannabimimetic effects of abused indazole-carboxamide synthetic cannabinoid receptor agonists AB-PINACA, 5F-AB-PINACA and 5F-ADB-PINACA in mice: Tolerance, dependence and withdrawal","Wilson CD, Hiranita T, Fantegrossi WE.",Drug Alcohol Depend. 2022 Jul 1;236:109468. doi: 10.1016/j.drugalcdep.2022.109468. Epub 2022 Apr 22.,Wilson CD,Drug Alcohol Depend,2022,6/1/22,,,10.1016/j.drugalcdep.2022.109468
36396680,The role of individual variability on the predictive performance of machine learning applied to large bio-logging datasets,"Chimienti M, Kato A, Hicks O, Angelier F, Beaulieu M, Ouled-Cheikh J, Marciau C, Raclot T, Tucker M, Wisniewska DM, Chiaradia A, Ropert-Coudert Y.",Sci Rep. 2022 Nov 17;12(1):19737. doi: 10.1038/s41598-022-22258-1.,Chimienti M,Sci Rep,2022,11/17/22,PMC9672113,,10.1038/s41598-022-22258-1
35640917,"Wearables, telemedicine, and artificial intelligence in arrhythmias and heart failure: Proceedings of the European Society of Cardiology Cardiovascular Round Table","Leclercq C, Witt H, Hindricks G, Katra RP, Albert D, Belliger A, Cowie MR, Deneke T, Friedman P, Haschemi M, Lobban T, Lordereau I, McConnell MV, Rapallini L, Samset E, Turakhia MP, Singh JP, Svennberg E, Wadhwa M, Weidinger F.",Europace. 2022 Oct 13;24(9):1372-1383. doi: 10.1093/europace/euac052.,Leclercq C,Europace,2022,5/31/22,,,10.1093/europace/euac052
36168757,Evolved reductions in body temperature and the metabolic costs of thermoregulation in deer mice native to high altitude,"Wearing OH, Scott GR.",Proc Biol Sci. 2022 Sep 28;289(1983):20221553. doi: 10.1098/rspb.2022.1553. Epub 2022 Sep 28.,Wearing OH,Proc Biol Sci,2022,9/28/22,PMC9515628,,10.1098/rspb.2022.1553
33767831,Analysing detection gaps in acoustic telemetry data to infer differential movement patterns in fish,"Williamson MJ, Tebbs EJ, Dawson TP, Curnick DJ, Ferretti F, Carlisle AB, Chapple TK, Schallert RJ, Tickler DM, Harrison XA, Block BA, Jacoby DMP.",Ecol Evol. 2021 Feb 10;11(6):2717-2730. doi: 10.1002/ece3.7226. eCollection 2021 Mar.,Williamson MJ,Ecol Evol,2021,3/26/21,PMC7981221,,10.1002/ece3.7226
36581885,Using pseudo-absence models to test for environmental selection in marine movement ecology: the importance of sample size and selection strength,"Pinti J, Shatley M, Carlisle A, Block BA, Oliver MJ.",Mov Ecol. 2022 Dec 29;10(1):60. doi: 10.1186/s40462-022-00362-1.,Pinti J,Mov Ecol,2022,12/29/22,PMC9798696,,10.1186/s40462-022-00362-1
28459681,Multiaccess In Vivo Biotelemetry Using Sonomicrometry and M-Scan Ultrasound Imaging,"Kondapalli SH, Alazzawi Y, Malinowski M, Timek T, Chakrabartty S.",IEEE Trans Biomed Eng. 2018 Jan;65(1):149-158. doi: 10.1109/TBME.2017.2697998. Epub 2017 Apr 25.,Kondapalli SH,IEEE Trans Biomed Eng,2018,5/2/17,,,10.1109/TBME.2017.2697998
32551054,Accounting for space and uncertainty in real-time location system-derived contact networks,"Farthing TS, Dawson DE, Sanderson MW, Lanzas C.",Ecol Evol. 2020 Apr 12;10(11):4702-4715. doi: 10.1002/ece3.6225. eCollection 2020 Jun.,Farthing TS,Ecol Evol,2020,6/20/20,PMC7297745,,10.1002/ece3.6225
28587916,Measurement of body temperature in normothermic and febrile rats: Limitations of using rectal thermometry,"Dangarembizi R, Erlwanger KH, Mitchell D, Hetem RS, Madziva MT, Harden LM.",Physiol Behav. 2017 Oct 1;179:162-167. doi: 10.1016/j.physbeh.2017.06.002. Epub 2017 Jun 3.,Dangarembizi R,Physiol Behav,2017,6/8/17,,,10.1016/j.physbeh.2017.06.002
31779663,Murine sepsis phenotypes and differential treatment effects in a randomized trial of prompt antibiotics and fluids,"Seymour CW, Kerti SJ, Lewis AJ, Kennedy J, Brant E, Griepentrog JE, Zhang X, Angus DC, Chang CH, Rosengart MR.",Crit Care. 2019 Nov 28;23(1):384. doi: 10.1186/s13054-019-2655-7.,Seymour CW,Crit Care,2019,11/30/19,PMC6883631,,10.1186/s13054-019-2655-7
32387414,Simvastatin attenuated sickness behavior and fever in a murine model of endotoxemia,"Oliveira MK, Dos Santos RS, Cabral LDM, Vilela FC, Giusti-Paiva A.",Life Sci. 2020 Aug 1;254:117701. doi: 10.1016/j.lfs.2020.117701. Epub 2020 May 6.,Oliveira MK,Life Sci,2020,5/11/20,,,10.1016/j.lfs.2020.117701
28989756,Does detection range matter for inferring social networks in a benthic shark using acoustic telemetry?,"Mourier J, Bass NC, Guttridge TL, Day J, Brown C.",R Soc Open Sci. 2017 Sep 6;4(9):170485. doi: 10.1098/rsos.170485. eCollection 2017 Sep.,Mourier J,R Soc Open Sci,2017,10/10/17,PMC5627096,,10.1098/rsos.170485
9629246,Brain neurotransmission during peripheral inflammation,"Linthorst AC, Reul JM.",Ann N Y Acad Sci. 1998 May 1;840:139-52. doi: 10.1111/j.1749-6632.1998.tb09558.x.,Linthorst AC,Ann N Y Acad Sci,1998,6/18/98,,,10.1111/j.1749-6632.1998.tb09558.x
18199331,Anti-inflammatory effect of antidiabetic thiazolidinediones prevents bone resorption rather than cartilage changes in experimental polyarthritis,"Koufany M, Moulin D, Bianchi A, Muresan M, Sebillaud S, Netter P, Weryha G, Jouzeau JY.",Arthritis Res Ther. 2008;10(1):R6. doi: 10.1186/ar2354. Epub 2008 Jan 16.,Koufany M,Arthritis Res Ther,2008,1/18/08,PMC2374462,,10.1186/ar2354
22256113,In-vivo signal transmission using an intra-corporal RF transmitter,"Just T, Laqua D, Husar P.",Annu Int Conf IEEE Eng Med Biol Soc. 2011;2011:7662-5. doi: 10.1109/IEMBS.2011.6091888.,Just T,Annu Int Conf IEEE Eng Med Biol Soc,2011,1/19/12,,,10.1109/IEMBS.2011.6091888
19964676,Wireless ultrasound-powered biotelemetry for implants,"Towe BC, Larson PJ, Gulick DW.",Annu Int Conf IEEE Eng Med Biol Soc. 2009;2009:5421-4. doi: 10.1109/IEMBS.2009.5333944.,Towe BC,Annu Int Conf IEEE Eng Med Biol Soc,2009,12/8/09,,,10.1109/IEMBS.2009.5333944
31828775,Less is more: On-board lossy compression of accelerometer data increases biologging capacity,"Nuijten RJM, Gerrits T, Shamoun-Baranes J, Nolet BA.",J Anim Ecol. 2020 Jan;89(1):237-247. doi: 10.1111/1365-2656.13164.,Nuijten RJM,J Anim Ecol,2020,12/13/19,PMC7004173,,10.1111/1365-2656.13164
31310015,Predation by carpet pythons (Morelia spilota) is an important cause of mortality in a free-living koala (Phascolarctos cinereus) population in South East Queensland,"Robbins A, Loader J, de Villiers D, Beyer HL, Hanger J.",Aust Vet J. 2019 Sep;97(9):351-356. doi: 10.1111/avj.12840. Epub 2019 Jul 16.,Robbins A,Aust Vet J,2019,7/17/19,,,10.1111/avj.12840
1409790,Measurement of temperature in the rat by rectal probe and telemetry yields compatible results,"Dilsaver SC, Overstreet DH, Peck JA.",Pharmacol Biochem Behav. 1992 Jul;42(3):549-52. doi: 10.1016/0091-3057(92)90154-8.,Dilsaver SC,Pharmacol Biochem Behav,1992,7/1/92,,,10.1016/0091-3057(92)90154-8
20691217,Increase of core temperature induced by corticotropin-releasing factor and urocortin: a comparative study,"Figueiredo MJ, Fabricio AS, Machado RR, Melo MC, Soares DM, Souza GE.",Regul Pept. 2010 Dec 10;165(2-3):191-9. doi: 10.1016/j.regpep.2010.07.167. Epub 2010 Aug 4.,Figueiredo MJ,Regul Pept,2010,8/10/10,,,10.1016/j.regpep.2010.07.167
12388478,A neurochemical mechanism for hypoxia-induced anapyrexia,"Steiner AA, Rocha MJ, Branco LG.",Am J Physiol Regul Integr Comp Physiol. 2002 Dec;283(6):R1412-22. doi: 10.1152/ajpregu.00328.2002. Epub 2002 Aug 15.,Steiner AA,Am J Physiol Regul Integr Comp Physiol,2002,10/22/02,,,10.1152/ajpregu.00328.2002
9375057,Low-power radio telemetry: the potential for remote patient monitoring,"Scanlon WG, Evans NE, Crumley GC, McCreesh ZM.",J Telemed Telecare. 1996;2(4):185-91. doi: 10.1258/1357633961930059.,Scanlon WG,J Telemed Telecare,1996,1/1/96,,,10.1258/1357633961930059
33627779,The environmental and ecological determinants of elevated Ross River Virus exposure in koalas residing in urban coastal landscapes,"Johnson BJ, Robbins A, Gyawali N, Ong O, Loader J, Murphy AK, Hanger J, Devine GJ.",Sci Rep. 2021 Feb 24;11(1):4419. doi: 10.1038/s41598-021-83919-1.,Johnson BJ,Sci Rep,2021,2/25/21,PMC7904799,,10.1038/s41598-021-83919-1
32054584,A 300 Mbps 37 pJ/bit Pulsed Optical Biotelemetry,"De Marcellis A, Stanchieri GDP, Faccio M, Palange E, Constandinou TG.",IEEE Trans Biomed Circuits Syst. 2020 Jun;14(3):441-451. doi: 10.1109/TBCAS.2020.2972733. Epub 2020 Feb 10.,De Marcellis A,IEEE Trans Biomed Circuits Syst,2020,2/15/20,,,10.1109/TBCAS.2020.2972733
22931796,Implementation of foetal e-health monitoring system through biotelemetry,"Chourasia VS, Tiwari AK.",Int J Electron Healthc. 2012;7(1):36-52. doi: 10.1504/IJEH.2012.048668.,Chourasia VS,Int J Electron Healthc,2012,8/31/12,,,10.1504/IJEH.2012.048668
32562740,Intensity of giraffe locomotor activity is shaped by solar and lunar zeitgebers,"Hart EE, Fennessy J, Hauenstein S, Ciuti S.",Behav Processes. 2020 Sep;178:104178. doi: 10.1016/j.beproc.2020.104178. Epub 2020 Jun 17.,Hart EE,Behav Processes,2020,6/21/20,,,10.1016/j.beproc.2020.104178
31636155,Quantifying the swimming gaits of veined squid (Loligo forbesii) using bio-logging tags,"Flaspohler GE, Caruso F, Mooney TA, Katija K, Fontes J, Afonso P, Shorter KA.",J Exp Biol. 2019 Dec 18;222(Pt 24):jeb198226. doi: 10.1242/jeb.198226.,Flaspohler GE,J Exp Biol,2019,10/23/19,,,10.1242/jeb.198226
32446875,PPG neurons in the nucleus of the solitary tract modulate heart rate but do not mediate GLP-1 receptor agonist-induced tachycardia in mice,"Holt MK, Cook DR, Brierley DI, Richards JE, Reimann F, Gourine AV, Marina N, Trapp S.",Mol Metab. 2020 Sep;39:101024. doi: 10.1016/j.molmet.2020.101024. Epub 2020 May 21.,Holt MK,Mol Metab,2020,5/25/20,PMC7317700,,10.1016/j.molmet.2020.101024
31624783,The risk of arterial thromboembolic events after cancer diagnosis,"Navi BB, Howard G, Howard VJ, Zhao H, Judd SE, Elkind MSV, Iadecola C, DeAngelis LM, Kamel H, Okin PM, Gilchrist S, Soliman EZ, Cushman M, Safford M, Muntner P.",Res Pract Thromb Haemost. 2019 Jun 9;3(4):639-651. doi: 10.1002/rth2.12223. eCollection 2019 Oct.,Navi BB,Res Pract Thromb Haemost,2019,10/19/19,PMC6781919,,10.1002/rth2.12223
34637795,Pharmacogenetic excitation of the median raphe region affects social and depressive-like behavior and core body temperature in male mice,"Fazekas CL, Bellardie M, Török B, Sipos E, Tóth B, Baranyi M, Sperlágh B, Dobos-Kovács M, Chaillou E, Zelena D.",Life Sci. 2021 Dec 1;286:120037. doi: 10.1016/j.lfs.2021.120037. Epub 2021 Oct 9.,Fazekas CL,Life Sci,2021,10/12/21,,,10.1016/j.lfs.2021.120037
34679934,Measuring the Degree of Overlap and Segregation among Multiple Probabilistic Home Ranges: A New Index with Illustrative Application to the Lesser Kestrel Falco naumanni,"Ferrarini A, Giglio G, Pellegrino SC, Gustin M.",Animals (Basel). 2021 Oct 9;11(10):2913. doi: 10.3390/ani11102913.,Ferrarini A,Animals (Basel),2021,10/23/21,PMC8532835,,10.3390/ani11102913
25086966,Polysaccharide peptide induces a tumor necrosis factor-α-dependent drop of body temperature in rats,"Jedrzejewski T, Piotrowski J, Wrotek S, Kozak W.",J Therm Biol. 2014 Aug;44:1-4. doi: 10.1016/j.jtherbio.2014.06.003. Epub 2014 Jun 12.,Jedrzejewski T,J Therm Biol,2014,8/4/14,,,10.1016/j.jtherbio.2014.06.003
17632583,5-HT2A serotoninergic receptor in the locus coeruleus participates in the first phase of lipopolysaccharide-induced fever,"da Silva AO, Gargaglioni LH, Branco LG.",Can J Physiol Pharmacol. 2007 May;85(5):497-501. doi: 10.1139/y07-038.,da Silva AO,Can J Physiol Pharmacol,2007,7/17/07,,,10.1139/y07-038
15641138,A non-invasive method for gastrointestinal parameter monitoring,"Wang WX, Yan GZ, Sun F, Jiang PP, Zhang WQ, Zhang GF.",World J Gastroenterol. 2005 Jan 28;11(4):521-4. doi: 10.3748/wjg.v11.i4.521.,Wang WX,World J Gastroenterol,2005,1/11/05,PMC4250803,,10.3748/wjg.v11.i4.521
31186489,"Biotelemetry reveals migratory behaviour of large catfish in the Xingu River, Eastern Amazon","Hahn L, Martins EG, Nunes LD, da Câmara LF, Machado LS, Garrone-Neto D.",Sci Rep. 2019 Jun 11;9(1):8464. doi: 10.1038/s41598-019-44869-x.,Hahn L,Sci Rep,2019,6/13/19,PMC6560064,,10.1038/s41598-019-44869-x
30680147,"An easy, flexible solution to attach devices to hedgehogs (Erinaceus europaeus) enables long-term high-resolution studies","Barthel LMF, Hofer H, Berger A.",Ecol Evol. 2018 Dec 21;9(1):672-679. doi: 10.1002/ece3.4794. eCollection 2019 Jan.,Barthel LMF,Ecol Evol,2018,1/26/19,PMC6342109,,10.1002/ece3.4794
26577097,In Vivo Wireless Monitoring System of Cardiovascular Force Data,"Bechsgaard T, Honge JL, Nygaard H, Jensen MO.",Cardiovasc Eng Technol. 2015 Mar;6(1):2-7. doi: 10.1007/s13239-014-0207-5. Epub 2014 Dec 17.,Bechsgaard T,Cardiovasc Eng Technol,2015,11/19/15,,,10.1007/s13239-014-0207-5
26371006,A Wireless Optogenetic Headstage with Multichannel Electrophysiological Recording Capability,"Gagnon-Turcotte G, Kisomi AA, Ameli R, Camaro CO, LeChasseur Y, Néron JL, Bareil PB, Fortier P, Bories C, de Koninck Y, Gosselin B.",Sensors (Basel). 2015 Sep 9;15(9):22776-97. doi: 10.3390/s150922776.,Gagnon-Turcotte G,Sensors (Basel),2015,9/16/15,PMC4610520,,10.3390/s150922776
33542999,Getting to grips with wildlife research by citizen scientists: What role for regulation?,"Palmer A, Reynolds SJ, Lane J, Dickey R, Greenhough B.",People Nat (Hoboken). 2021 Feb;3(1):4-16. doi: 10.1002/pan3.10151. Epub 2020 Oct 6.,Palmer A,People Nat (Hoboken),2021,2/5/21,PMC7116685,EMS107979,10.1002/pan3.10151
31454428,Effect of chronic intermittent hypobaric hypoxia on heart rate variability in conscious rats,"Shi ZJ, Cheng M, Liu YC, Fan XR, Zhang Y, Wei Y.",Clin Exp Pharmacol Physiol. 2020 Jan;47(1):60-66. doi: 10.1111/1440-1681.13170. Epub 2019 Sep 12.,Shi ZJ,Clin Exp Pharmacol Physiol,2020,8/28/19,,,10.1111/1440-1681.13170
33237952,Multiple spawning run contingents and population consequences in migratory striped bass Morone saxatilis,"Secor DH, O'Brien MHP, Gahagan BI, Fox DA, Higgs AL, Best JE.",PLoS One. 2020 Nov 25;15(11):e0242797. doi: 10.1371/journal.pone.0242797. eCollection 2020.,Secor DH,PLoS One,2020,11/25/20,PMC7688118,,10.1371/journal.pone.0242797
32071720,Understanding decision making in a food-caching predator using hidden Markov models,"Farhadinia MS, Michelot T, Johnson PJ, Hunter LTB, Macdonald DW.",Mov Ecol. 2020 Feb 10;8:9. doi: 10.1186/s40462-020-0195-z. eCollection 2020.,Farhadinia MS,Mov Ecol,2020,2/20/20,PMC7011357,,10.1186/s40462-020-0195-z
30898867,The Supplement Adulterant β-Methylphenethylamine Increases Blood Pressure by Acting at Peripheral Norepinephrine Transporters,"Schindler CW, Thorndike EB, Rice KC, Partilla JS, Baumann MH.",J Pharmacol Exp Ther. 2019 Jun;369(3):328-336. doi: 10.1124/jpet.118.255976. Epub 2019 Mar 21.,Schindler CW,J Pharmacol Exp Ther,2019,3/23/19,PMC6533570,,10.1124/jpet.118.255976
30063710,Biotelemetry marches on: A cost-effective GPS device for monitoring terrestrial wildlife,"Fischer M, Parkins K, Maizels K, Sutherland DR, Allan BM, Coulson G, Di Stefano J.",PLoS One. 2018 Jul 31;13(7):e0199617. doi: 10.1371/journal.pone.0199617. eCollection 2018.,Fischer M,PLoS One,2018,8/1/18,PMC6067714,,10.1371/journal.pone.0199617
28939998,"Use of Fish Telemetry in Rehabilitation Planning, Management, and Monitoring in Areas of Concern in the Laurentian Great Lakes","Brooks JL, Boston C, Doka S, Gorsky D, Gustavson K, Hondorp D, Isermann D, Midwood JD, Pratt TC, Rous AM, Withers JL, Krueger CC, Cooke SJ.",Environ Manage. 2017 Dec;60(6):1139-1154. doi: 10.1007/s00267-017-0937-x. Epub 2017 Sep 22.,Brooks JL,Environ Manage,2017,9/24/17,,,10.1007/s00267-017-0937-x
32456839,Shark movement patterns in the Mexican Pacific: A conservation and management perspective,"Ketchum JT, Hoyos-Padilla M, Aldana-Moreno A, Ayres K, Galván-Magaña F, Hearn A, Lara-Lizardi F, Muntaner-López G, Grau M, Trejo-Ramírez A, Whitehead DA, Klimley AP.",Adv Mar Biol. 2020;85(1):1-37. doi: 10.1016/bs.amb.2020.03.002. Epub 2020 May 20.,Ketchum JT,Adv Mar Biol,2020,5/28/20,,,10.1016/bs.amb.2020.03.002
34522354,The role of individual behavioral traits on fishway passage attempt behavior,"Lothian AJ, Lucas MC.",Ecol Evol. 2021 Aug 1;11(17):11974-11990. doi: 10.1002/ece3.7964. eCollection 2021 Sep.,Lothian AJ,Ecol Evol,2021,9/15/21,PMC8427575,,10.1002/ece3.7964
33216810,Motivations and fears driving participation in collaborative research infrastructure for animal tracking,"Crewe TL, Kendal D, Campbell HA.",PLoS One. 2020 Nov 20;15(11):e0241964. doi: 10.1371/journal.pone.0241964. eCollection 2020.,Crewe TL,PLoS One,2020,11/20/20,PMC7678966,,10.1371/journal.pone.0241964
23612418,Hormonal synchronization of lipopolysaccharide-induced hypothermic response in rats,"Polat H, Mamuk S, Akarsu ES.",J Endocrinol Invest. 2013 Nov;36(10):816-24. doi: 10.3275/8945. Epub 2013 Apr 23.,Polat H,J Endocrinol Invest,2013,4/25/13,,,10.3275/8945
23454291,Effects of stressor controllability on diurnal physiological rhythms,"Thompson RS, Christianson JP, Maslanik TM, Maier SF, Greenwood BN, Fleshner M.",Physiol Behav. 2013 Mar 15;112-113:32-9. doi: 10.1016/j.physbeh.2013.02.009. Epub 2013 Feb 27.,Thompson RS,Physiol Behav,2013,3/5/13,PMC3637963,NIHMS450730,10.1016/j.physbeh.2013.02.009
34955658,Mobile Cardiac Outpatient Telemetry Patch vs Implantable Loop Recorder in Cryptogenic Stroke Patients in the US - Cost-Minimization Model,"Medic G, Kotsopoulos N, Connolly MP, Lavelle J, Norlock V, Wadhwa M, Mohr BA, Derkac WM.",Med Devices (Auckl). 2021 Dec 18;14:445-458. doi: 10.2147/MDER.S337142. eCollection 2021.,Medic G,Med Devices (Auckl),2021,12/27/21,PMC8694406,,10.2147/MDER.S337142
